analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
1713	ukb-b-7647	ukb-b-7647	Treatment speciality of consultant (recoded): Urology	Treatment speciality of consultant (recoded): Urology			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7647.vcf.gz				244900702	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	446149	43173	402976	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1714	ukb-b-7660	ukb-b-7660	Diagnoses - main ICD9: 4549 Varicose veins of lower extremity without ulcer/inflammation	Diagnoses - main ICD9: 4549 Varicose veins of lower extremity without ulcer/inflammation			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7660.vcf.gz				52642623	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1160	461850	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1715	ukb-b-7663	ukb-b-7663	Types of physical activity in last 4 weeks: Strenuous sports	Types of physical activity in last 4 weeks: Strenuous sports			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7663.vcf.gz				249209874	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	460376	47468	412908	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1716	ukb-b-7675	ukb-b-7675	Operative procedures - secondary OPCS: Y97.3 Radiology with post contrast	Operative procedures - secondary OPCS: Y97.3 Radiology with post contrast			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7675.vcf.gz				134197408	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	3921	459089	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1717	ukb-b-770	ukb-b-770	Other meat intake	Other meat intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-770.vcf.gz				261557914	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64941			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1718	ukb-b-7700	ukb-b-7700	Diagnoses - main ICD10: M17.1 Other primary gonarthrosis	Diagnoses - main ICD10: M17.1 Other primary gonarthrosis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7700.vcf.gz				128782091	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	3540	459470	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1719	ukb-b-7702	ukb-b-7702	Diagnoses - secondary ICD10: Y83.6 Removal of other organ (partial) (total)	Diagnoses - secondary ICD10: Y83.6 Removal of other organ (partial) (total)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7702.vcf.gz				120640984	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	3054	459956	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1720	ukb-b-7710	ukb-b-7710	Pulse rate (during blood-pressure measurement)	Pulse rate (during blood-pressure measurement)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7710.vcf.gz				238070502	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	39749			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1721	ukb-b-7739	ukb-b-7739	Operative procedures - main OPCS: L87.4 Avulsion of varicose vein of leg	Operative procedures - main OPCS: L87.4 Avulsion of varicose vein of leg			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7739.vcf.gz				50079481	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1127	461883	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1722	ukb-b-7748	ukb-b-7748	Illnesses of mother: Bowel cancer	Illnesses of mother: Bowel cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7748.vcf.gz				214379347	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	423135	22028	401107	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1723	ukb-b-7753	ukb-b-7753	Yogurt intake	Yogurt intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7753.vcf.gz				262104296	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1724	ukb-b-7754	ukb-b-7754	Treatment/medication code: serevent 25mcg inhaler	Treatment/medication code: serevent 25mcg inhaler			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7754.vcf.gz				58632710	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1244	461689	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1725	ukb-b-7759	ukb-b-7759	Typical diet yesterday	Typical diet yesterday			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7759.vcf.gz				252754594	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	53091	11858	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1726	ukb-b-7760	ukb-b-7760	Types of spread used on bread/crackers: Dairy spread on bread/crackers	Types of spread used on bread/crackers: Dairy spread on bread/crackers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7760.vcf.gz				135544456	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	4156	60793	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1727	ukb-b-7763	ukb-b-7763	Main speciality of consultant (recoded): Rheumatology	Main speciality of consultant (recoded): Rheumatology			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7763.vcf.gz				133927638	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	461154	3899	457255	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1728	ukb-b-7773	ukb-b-7773	Illnesses of father: Prostate cancer	Illnesses of father: Prostate cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7773.vcf.gz				229573289	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	399670	30945	368725	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1729	ukb-b-779	ukb-b-779	PCT responsible for patient data: SOUTH BIRMINGHAM PCT	PCT responsible for patient data: SOUTH BIRMINGHAM PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-779.vcf.gz				111642439	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2625	460385	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1730	ukb-b-7793	ukb-b-7793	Diagnoses - main ICD9: V252 Sterilization	Diagnoses - main ICD9: V252 Sterilization			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7793.vcf.gz				101003232	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2211	460799	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1731	ukb-b-78	ukb-b-78	Operative procedures - main OPCS: E09.1 Excision of lesion of external nose	Operative procedures - main OPCS: E09.1 Excision of lesion of external nose			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-78.vcf.gz				91092478	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1908	461102	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1732	ukb-b-7805	ukb-b-7805	PCT responsible for patient data: SURREY PCT	PCT responsible for patient data: SURREY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7805.vcf.gz				117964724	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2913	460097	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1733	ukb-b-7815	ukb-b-7815	Operative procedures - secondary OPCS: U05.1 Computed tomography of head	Operative procedures - secondary OPCS: U05.1 Computed tomography of head			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7815.vcf.gz				78539271	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1600	461410	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1734	ukb-b-782	ukb-b-782	Diagnoses - secondary ICD10: R13 Dysphagia	Diagnoses - secondary ICD10: R13 Dysphagia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-782.vcf.gz				74676999	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1521	461489	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1735	ukb-b-7831	ukb-b-7831	Non-cancer illness code, self-reported: fracture wrist / colles fracture	Non-cancer illness code, self-reported: fracture wrist / colles fracture			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7831.vcf.gz				44797468	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1060	461873	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1736	ukb-b-7844	ukb-b-7844	Diagnoses - secondary ICD10: D50.9 Iron deficiency anaemia, unspecified	Diagnoses - secondary ICD10: D50.9 Iron deficiency anaemia, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7844.vcf.gz				89681618	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1869	461141	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1737	ukb-b-7853	ukb-b-7853	Diagnoses - secondary ICD10: G47.3 Sleep apnoea	Diagnoses - secondary ICD10: G47.3 Sleep apnoea			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7853.vcf.gz				67434868	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1385	461625	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1738	ukb-b-7859	ukb-b-7859	Impedance of arm (right)	Impedance of arm (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7859.vcf.gz				301806901	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	454826			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1739	ukb-b-7864	ukb-b-7864	Vitamin B6	Vitamin B6			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7864.vcf.gz				262080695	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64979			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1740	ukb-b-7869	ukb-b-7869	Operation code: coronary angioplasty (ptca) +/- stent	Operation code: coronary angioplasty (ptca) +/- stent			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7869.vcf.gz				144929216	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	4836	458097	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1741	ukb-b-7872	ukb-b-7872	Mouth/teeth dental problems: Bleeding gums	Mouth/teeth dental problems: Bleeding gums			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7872.vcf.gz				260206266	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	461113	60218	400895	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1742	ukb-b-7879	ukb-b-7879	PCT where patients GP was registered: SOUTH WEST OXFORDSHIRE PCT	PCT where patients GP was registered: SOUTH WEST OXFORDSHIRE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7879.vcf.gz				102762659	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2273	460737	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1743	ukb-b-7881	ukb-b-7881	Operative procedures - main OPCS: W82.2 Endoscopic resection of semilunar cartilage NEC	Operative procedures - main OPCS: W82.2 Endoscopic resection of semilunar cartilage NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7881.vcf.gz				178197448	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	9746	453264	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1744	ukb-b-7896	ukb-b-7896	Treatment/medication code: tiotropium	Treatment/medication code: tiotropium			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7896.vcf.gz				51967726	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1151	461782	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1745	ukb-b-7901	ukb-b-7901	Non-cancer illness code, self-reported: infective/viral hepatitis	Non-cancer illness code, self-reported: infective/viral hepatitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7901.vcf.gz				41913730	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1024	461909	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1746	ukb-b-791	ukb-b-791	6mm weak meridian angle (right)	6mm weak meridian angle (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-791.vcf.gz				270653365	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	84303			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1747	ukb-b-7910	ukb-b-7910	Illnesses of father: Bowel cancer	Illnesses of father: Bowel cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7910.vcf.gz				217941034	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	399920	23883	376037	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1748	ukb-b-7926	ukb-b-7926	Qualifications: NVQ or HND or HNC or equivalent	Qualifications: NVQ or HND or HNC or equivalent			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7926.vcf.gz				271971758	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	458079	84853	373226	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1749	ukb-b-7932	ukb-b-7932	PCT responsible for patient data: STOKE ON TRENT PCT	PCT responsible for patient data: STOKE ON TRENT PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7932.vcf.gz				123622357	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	3216	459794	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1750	ukb-b-7946	ukb-b-7946	Operative procedures - secondary OPCS: V55.2 Two levels of spine	Operative procedures - secondary OPCS: V55.2 Two levels of spine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7946.vcf.gz				81477999	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1665	461345	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1751	ukb-b-7953	ukb-b-7953	Forced vital capacity (FVC)	Forced vital capacity (FVC)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7953.vcf.gz				301734088	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	421986			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1752	ukb-b-7966	ukb-b-7966	Treatment/medication code: adcal-d3 1.5g/10micrograms chewable tablet	Treatment/medication code: adcal-d3 1.5g/10micrograms chewable tablet			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7966.vcf.gz				121845455	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	3121	459812	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1753	ukb-b-7992	ukb-b-7992	Diastolic blood pressure, automated reading	Diastolic blood pressure, automated reading			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-7992.vcf.gz				301712807	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	436424			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1754	ukb-b-8006	ukb-b-8006	Poultry intake	Poultry intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8006.vcf.gz				301409402	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	461900			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1755	ukb-b-8007	ukb-b-8007	Soft cheese intake	Soft cheese intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8007.vcf.gz				261987287	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1756	ukb-b-8013	ukb-b-8013	Length of working week for main job	Length of working week for main job			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8013.vcf.gz				295847402	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	260069			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1757	ukb-b-8024	ukb-b-8024	PCT where patients GP was registered: BIRKENHEAD AND WALLASEY PCT	PCT where patients GP was registered: BIRKENHEAD AND WALLASEY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8024.vcf.gz				81398715	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1663	461347	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1758	ukb-b-8053	ukb-b-8053	Operation code: laparoscopy	Operation code: laparoscopy			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8053.vcf.gz				170331620	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	8205	454728	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1759	ukb-b-8061	ukb-b-8061	Type of sliced bread eaten: other	Type of sliced bread eaten: other			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8061.vcf.gz				54942343	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	1182	63767	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1760	ukb-b-8072	ukb-b-8072	Diagnoses - secondary ICD10: N40 Hyperplasia of prostate	Diagnoses - secondary ICD10: N40 Hyperplasia of prostate			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8072.vcf.gz				137003386	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	4133	458877	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
